immunity-soup,"Heat the oil in a large soup pot over medium heat, and stir in the onion, celery, carrot, garlic, and ginger. Gently sauté just until soft, you don't want any browning. Add a small splash of water if the pan drys out in the process. "
immunity-soup,"Stir in the white pepper and 10 cups of water. Dial up the heat to bring the broth to a simmer, and hold there for about 15 minutes. Add the mushrooms, tofu, and salt, and gently simmer for another 5 minutes. Stir well, taste, and adjust with more salt or water if needed. Ladle the soup into shallow soup bowls and top with lots of green onions, pea shoots, and a few watermelon radish slices. Add a finishing drizzle of olive oil, and enjoy!"
Recipe          ,Instruction
ribollita-recipe,"In your largest thick-bottomed pot over medium heat combine the olive oil, celery, garlic, carrot, and red onion. Cook for 10 -15 minutes sweating the vegetables, but avoid any browning. Stir in the tomatoes and red pepper flakes, and simmer for another 10 minutes or so, long enough for the tomatoes to thicken up a bit. Stir in the cavolo nero, 3 cups of the beans, and 8 cups / 2 liters water. Bring to a boil, reduce the heat, and simmer until the greens are tender, about 15 minutes."
ribollita-recipe,"In the meantime, mash or puree the remaining beans with a generous splash of water - until smooth. Tear the bread into bite-sized chunks. Stir both the beans and bread into the soup. Simmer, stirring occasionally, until the bread breaks down and the soup thickens, 20 minutes or so. Stir in the salt, taste and add more if needed. Stir in the lemon zest."
ribollita-recipe,"Serve immediately, or cool and refrigerate overnight. Serve reheated, or ""ribollita"" meaning reboiled, the next day ladled into bowls. Finish each serving with a drizzle of olive oil and some chopped olives."
Recipe                         ,Instruction
instant-pot-mushroom-stroganoff,"In a small bowl combine the caraway seeds and the vodka, set aside. Sauté the olive oil and onions in the Instant Pot on the highest SAUTE setting for a minute or two. Stir in the garlic and mushrooms, and cook for a few minutes more, until everything softens up a bit. Stir in the tomato paste, and then the flour, and cook, stirring gently, but constantly for another few minutes, to toast the flour a bit. Add the mustard, salt, and pepper, broth, and pasta. Give one last stir to distribute the pasta evenly, and press CANCEL to stop the SAUTE."
instant-pot-mushroom-stroganoff,"Close the pot, and secure the lid. SEAL the valve. Select PRESSURE COOK (or MANUAL) and calculate your cooking time. To do this, refer to your pasta package, the time will be half of the shortest recommended cooking time, rounded down to nearest minute. For example my pasta package recommended 7 - 9 minutes. Take the smaller number (7), cut in half (3.5), round down to nearest whole number (3). SET/ADJUST TIME - in my case, to 3 minutes. When finished, carefully QUICK RELEASE pressure by shifting the valve to VENTING. Gently shake or tap the pressure cooker, and then carefully open away from you. Stir in the vodka-caraway mixture, simmer for a few more minutes, and stir in cashew milk. Taste and adjust seasoning, serve topped with lots of dill and almonds."
Recipe                ,Instruction
quick-vegan-enchiladas,Preheat oven to 425F.  
quick-vegan-enchiladas,"In a large mixing bowl combine the olive oil, sweet potato puree, turmeric, half of the grated garlic, taco seasoning, salt, zest of the lemon, and 1 1/2 cups of water. Stir well."
quick-vegan-enchiladas,"Ladle a cup of the sweet potato mixture into the bottom of an 8 x 12-inch (or larger) baking dish, or equivalent. Lay the tortillas on a work surface, and divide the black beans equally between them, sprinkle equally with olives. Roll up tortillas, and place seam side down in baking dish. Pour the remaining sauce on top (it will thicken). "
quick-vegan-enchiladas,"Bake the enchiladas for 30-35 minutes, or so. Half way through, sprinkle with sliced almonds, and finish baking - until golden and bubbling. While the enchiladas are baking, thin the tahini with 1/4 cup warm water. Whisk in the remaining garlic, a pinch of salt, and squeeze of lemon juice. Top the enchiladas with dollops of the tahini sauce, and the fresh cilantro when they come out of the oven. Serve hot!"
Recipe                                   ,Instruction
white-bean-soup-with-pesto-herb-dumplings,"In a large, wide soup pot saute the onions and carrots in the olive oil over medium high heat. Cook until the vegetables are tender, 5-7 minutes. Stir in the caraway seeds, if using, and then sprinkle with the flour, stir, and allow to cook for another 2-3 minutes, allowing the flour to toast just a bit. Stir in the water, and salt, and bring to a gentle simmer, and cook until the soup thickens, 5 minutes or so. Stir in the beans. Allow to simmer gently while you make the dumplings."
white-bean-soup-with-pesto-herb-dumplings,"In a mixing bowl, combine the almond milk, egg, and pesto, whisk well, until uniform, then add the herbs. In another mixing bowl whisk together the flour, baking powder, and salt. Pour the liquid ingredients into the dry, then stir with a large fork until just combined. Drop generous tablespoons of this dumpling mixture into the gently simmering soup. Resist the urge to make the dumplings larger than this, they will definitely blossom in size. It's fine if the dumplings are touching. Cover and cook for 7 minutes or so. Use a big spoon to flip each dumpling, and cook for another 7 minutes, or until cooked through. Serve hot, topped with more chopped herbs and scallions."
Recipe                                ,Instruction
instant-pot-chickpea-cauliflower-korma,"Pour the sauce into the bottom of the Instant Pot in an even layer. Add the cauliflower, chickpeas, tomatoes, onion, garlic, and ginger. Give it all a little bit of a stir, and close the pot. Secure the lid, set the pressure release valve to SEALING. Press MANUAL for 4 minutes at high pressure. "
instant-pot-chickpea-cauliflower-korma,"When cooking is complete, carefully QUICK RELEASE. Gently shake or tap the pressure cooker, and then carefully open away from you. Stir in half of the cilantro, and reserve the rest for serving. Scoop the korma into deep bowls and add as many toppings as you like."
Recipe                            ,Instruction
instant-pot-minestrone-soup-recipe,"Press the SAUTE button on the Instant Pot, and press it again to bump it to SAUTE MORE. Heat the olive oil in the Instant Pot. When hot, sauté the onion, carrots, celery, and garlic until softened, 5-7 minutes. Stir in the chile flakes. Add the beans, potatoes, Parmesan rind (if using), and 8 cups of water. Press CANCEL."
instant-pot-minestrone-soup-recipe,"Close and seal the pot, and pressure cook on MANUAL for 40 minutes* (high). Carefully QUICK RELEASE. Gently shake or tap the pressure cooker, and then carefully open away from you. Remove the Parmesan rind, and gently stir in the salt. Taste and adjust with more if needed. Stir in the kale, and once it has collapsed stir in the tomatoes. Serve as-is, or topped with chopped olives, and a dusting of cheese."
Recipe               ,Instruction
vegetable-noodle-soup,"Heat the oven to 375F, toss the tofu with 1/2 tablespoon of the olive oil, place on a parchment lined baking sheet, and bake 15 minutes, or until slightly golden in color. Transfer the tofu to a bowl, and set aside."
vegetable-noodle-soup,"Heat the remaining 1 tablespoon of olive oil in a large soup pot over medium high heat. Add the garlic, onion, carrots, and celery, and sauté for 10 minutes or so, just until the onions start to take on a bit of color. Add the turmeric, thyme, oregano, bay leaf, 1 teaspoon of salt, nutritional yeast, and some freshly ground pepper. Add the water and bring to a simmer. Taste the broth and add more salt and pepper, don't under salt or the soup will taste sad and flat."
vegetable-noodle-soup,"I like to cook the pasta separately (it just keeps the broth cleaner and brighter), but you can certainly cook it in the broth*. Either way, add the pasta at this point. If you haven't pre-cooked the noodles, simmer until cooked through. Stir in the tofu, and serve the noodle soup extra hot, in individual bowls, topped with lots of fresh cilantro or chives, or chopped kale for added greens."
