be_matched_ingredient,matched_grocery,price_list,avg_mid_price
cacao powder,"][koia cacao bean plant powered vegan nutrition drink, 86][real ketones d-bhb keto lean weight loss for life powder sticksorange blast, 86][real ketones d-bhb exogenous keto caffeinated weight loss powder stickspeach, 86][nestle nesquik chocolate flavor powder, 86][nestle nesquik strawberry flavor powder, 86","[0.7980404754256344, 19.99, 14.99, 0.5592949203084209, 0.601167267283383]",5.46
coconut,"][harmless harvest coconut water, 90][kevita strawberry acai coconut sparkling probiotic drink, 90][naked juice organic coconut water, 90][sol-ti coconut charcoal superade, 90][rebbl elixir organic vegan maca mocha coconut milk, 90","[0.7818995925854072, 0.4721292088489606, 0.3898422574264121, 0.6427171614166183, 0.7980404754256344]",0.63
fine grain sea salt,"][gardein vegan frozen seven grain crispy tenders, 86][whole grain dinosaur shaped chicken nuggetsfrozen, 86][yummy whole grain dino buddies chicken nuggetsfrozen, 86][perdue simply smart organic whole grain breaded chicken breast nuggetsfrozen, 86][yummy whole grain alpha buddies chicken breast nuggetsfrozen, 86","[0.12152281737283237, 0.047615022097938844, 0.07445499584690754, 0.07641806003998125, 0.07445499584690754]",0.08
baking powder,"][double acting baking powder, 90][clabber girl gluten free double acting baking powder, 90][real ketones d-bhb keto lean weight loss for life powder sticksorange blast, 86][real ketones d-bhb exogenous keto caffeinated weight loss powder stickspeach, 86][nestle nesquik chocolate flavor powder, 86","[0.1730515855985441, 0.19238695829111888, 19.99, 14.99, 0.17492740533737597]",5.12
chocolate chips or dark chocolate bar chopped,"][dark sweet cherries, 86][chopped caesar salad kit, 86][asian style chopped salad kit, 86][chopped kale, 86][southwest chopped salad kit, 86","[1.5317862748902096, 2.5093948636165946, 2.152288671486541, 1.3104552108502796, 2.2206152959781766]",1.97
small-medium citrus segments,"][gt's synergy organic california citrus raw kombucha, 86][healthy ones medium rare roast beefdeli fresh sliced, 86][small tail off peeled & deveined cooked shrimpfrozen, 86][margaritaville key west chili citrus shrimpfrozen, 86][small tail-off, peeled, deveined cooked shrimpfrozen71-90ct/lb, 86","[3.39, 9.99, 6.49, 6.99, 11.99]",7.82
(mandarin,"][jarritos mandarin, 90][jarritos mandarin soda, 90][polar mandarin seltzer, 90][blackberry mandarin sparkling water with caffeine, 90][absolut mandarin vodka, 90","[0.85, 0.99, 0.99, 2.99, 16.99]",1.66
granulated sugar,"][granulated sugar, 100][crystal granulated sugar, 90][humm zero sugar peach tea kombucha, 86][humm zero sugar blood orange kombucha, 86][suja low sugar refreshers pack, 86","[0.010968006490414293, 0.014826099225735904, 0.09191275358621125, 0.09191275358621125, 1.6907028251644207]",0.07
extra firm tofu,"][organic extra-firm tofu, 90][extra large red seedless grapes, 86][extra large green seedless grapes, 86][extra large green grapes, 86][extra large red seedless grape, 86","[0.5695842456279149, 0.5993991663580193, 0.6327918775757363, 0.6169303397473207, 2.39]",0.62
small pasta,"][small tail off peeled & deveined cooked shrimpfrozen, 86][small tail-off, peeled, deveined cooked shrimpfrozen71-90ct/lb, 86][miami cocktail small batch blood orange mimosa, 86][miami cocktail small batch sunset wine sangria, 86][miami cocktail small batch copper pot margarita, 86","[3.250780437044745, 3.0028395562531967, 3.9351039999999995, 3.9351039999999995, 3.9351039999999995]",3.71
ponzu sauce,"][bitchin' chipotle sauce, 86][bitchin' original sauce, 86][bitchin' cilantro sauce, 86][restaurant-style chicken dipping sauce & dressing, 86][frozen vegan falafel with tahini sauce, 86","[1.9537910721529483, 1.9537910721529483, 1.9537910721529483, 1.1222547212876395, 1.2252939412771056]",1.71
garlic cloves,"][spice world minced garlic, 86][spice world organic garlic, 86][garlic parsley mini creamer potatoes, 86][spice world premium minced squeeze garlic, 86][spice world fresh whole garlic, 86","[8.19, 2.99, 3.99, 3.69, 1.59]",3.56
scant 1/2 teaspoon chile flakes,"][tyson trimmed & ready boneless & skinless chicken breast1-2.11lbs, 86][tyson trimmed & ready chicken tenderloins1.25-2.1 lbs, 86][smart chicken organic boneless & skinless chicken breast0.75-1.75lbs, 86][smart chicken organic chicken tenderloins0.75-1.75lbs, 86][tyson all natural antibiotic free chicken drumsticks1.49-2.938 lbs, 86","[10.53, 11.11, 19.23, 19.23, 5.85]",13.62
toasted sesame oil,"][esse water essential oil enhanced lemon water, 86][esse water essential oil enhanced grapefruit water, 86][sea cuisine pan sear teriyaki sesame salmonfrozen, 86][toasted head chardonnay white wine, 86][toasted head cabernet sauvignon red wine, 86","[0.10688140202739423, 0.10688140202739423, 0.463468883441017, 0.21686933333333336, 0.21686933333333336]",0.18
green beans,"][green beans, 100][organic green beans, 90][p.f. chang's frozen crispy green beans, 90][extra large green seedless grapes, 86][organic green grapes, 86","[2.790049207217059, 3.490061553113812, 3.812794517780497, 1.8950334221062106, 2.9950528228011084]",3.09
broccoli florets,"][broccoli florets, 100][organic broccoli florets, 90][organic wrapped broccoli, 86][campbell's slow kettle style broccoli cheddar soup with croutons microwavable cup, 86][campbell's condensed 98% fat free broccoli cheese soup, 86","[1.863313285948606, 3.107748323995524, 2.99, 2.143596623330862, 1.1372603363291027]",2.33
a small bunch of cilantro (or basil),"][once upon a farm organic wild rumpus avocado fruit & veggie blend, 86][once upon a farm organic ohmymega veggie! fruit & veggie blend, 86][once upon a farm organic green kale & apples fruit & veggie blend, 86][once upon a farm organic berry berry kids' dairy-free smoothie, 86][once upon a farm organic coco for mangoes kids' dairy-free smoothie, 86","[2.49, 2.49, 2.49, 2.49, 2.49]",2.49
cooked quinoa*,"][vegan tangy thai-style curry with quinoa & chickpeas salad kit, 86][love beets organic cooked & peeled beets, 86][jack daniel's seasoned & cooked pulled chicken, 86][john soules foods fully cooked chicken fajitasfrozen, 86][cooked perfect turkey meatballsfrozen, 86","[8.586736652203724, 9.929636405323807, 12.503090883437098, 10.938248469990652, 7.292165646660435]",9.82
raw broccoli,"][broccoli & cauliflower, 86][organic broccoli florets, 86][organic wrapped broccoli, 86][gt's synergy trilogy organic vegan raw kombucha, 86][gt's synergy gingerade organic vegan raw kombucha, 86","[9.70202296336796, 16.181629697564723, 2.99, 8.475429861193298, 8.475429861193298]",8.88
medium garlic cloves,"][garlic parsley mini creamer potatoes, 86][spice world premium minced squeeze garlic, 86][spice world fresh whole garlic, 86][tessemae's organic lemon garlic dressing, 86][cleveland kraut dijon garlic dressing, 86","[3.99, 3.69, 1.59, 4.99, 4.99]",4.22
sliced or slivered almonds,"][slivered almonds, 90][mango sliced, 86][mangos sliced, 86][smart chicken organic boneless & skinless thin sliced chicken breast0.75-1.5lbs, 86][tyson trimmed & ready boneless & skinless thin sliced chicken breasts0.76-1.988 lbs, 86","[3.329984655814036, 1.9996599587294306, 1.9996599587294306, 16.49, 10.51]",5.28
freshly grated Parmesan,"][follow your heart dairy-free shredded parmesan, 86][tyson air fried parmesan chicken bitesfrozen, 86][no name parmesan crusted chicken breastsfrozen, 86][honeysuckle white parmesan garlic turkey meatballs, 86][gorton's parmesan crusted fish filletsfrozen, 86","[3.1234254572391045, 1.1254346637506834, 1.249787474205894, 1.0411418190797015, 0.796521984514718]",1.14
big pinches salt,"][bob's big boy bleu cheese dressing, 86][bob's big boy ranch dressing, 86][morton's of omaha usda choice salt & pepper beef brisket2.33-5lbs, 86][hormel sliced cured salt pork, 86][oscar mayer smoked uncured turkey bacon with sea salt, 86","[4.29, 4.29, 34.95, 3.99, 3.99]",4.19
fresh lemon juice,"][lemon, 90][ocean spray fresh cranberries, 86][fresh garden highway fruit burst, 86][fresh garden highway watermelon spears, 86][fresh garden highway pineapple spears, 86","[0.55, 0.32497927653045033, 0.439994532531438, 0.4884477680382371, 0.4884477680382371]",0.47
olive oil,"][pam olive oil, 95][land o lakes spreadable butter with olive oil & sea salt, 90][country crock olive oil plant butter, 90][take & bake rosemary olive oil focaccia bread, 90][take & bake rosemary and olive oil rolls, 90","[0.8123176775604508, 0.34455634138168223, 0.24760325830891453, 0.34664456163248036, 0.2601574395785934]",0.32
coconut milk,"][goya coconut milk, 95][rebbl elixir organic vegan maca mocha coconut milk, 90][rebbl elixir organic turmeric golden coconut milk, 90][so delicious dairy free organic french vanilla coconut milk creamer, 90][organic unsweetened coconut milk, 90","[0.3075591508897211, 0.6650337295213621, 0.6937468032945907, 4.49, 0.12975151678160107]",0.56
crumbled feta or goat cheese,"][crunch pak sweet apple snackers with pretzels & cheese, 86][crunch pak disney foodles peeled apples, cheese & crackers, 86][ready pac foods bistro greek feta chopped salad bowl, 86][tattooed chef frozen cauliflower crust mozzarella & cheddar cheese vegan pizza, 86][mighty spark spinach & feta chicken patties, 86","[2.69, 3.19, 3.29, 7.99, 4.19]",3.56
extra virgin olive oil,"][extra virgin olive oil, 100][bertolli extra virgin olive oil, 95][organic extra virgin olive oil, 95][goya extra virgin olive oil, 95][bartenura extra virgin olive oil, 95","[4.79, 8.19, 6.99, 7.99, 9.59]",7.72
medium onion,"][salsa mexicana medium, 86][organic yellow onion, 86][organic green onion bunch, 86][french onion cashew plant based dip + spread, 86][healthy ones medium rare roast beefdeli fresh sliced, 86","[4.99, 3.49, 1.19, 4.29, 9.99]",4.26
celery stalks,"][celery, 90][organic celery hearts, 86][green giant celery bunch, 86][suja organic cold-pressed celery juice, 86][real food from the ground up cauliflower stalks sea salt, 86","[1.49, 2.79, 1.49, 3.99, 3.99]",2.76
medium carrot,"][salsa mexicana medium, 86][baby-cut carrot snack pack, 86][bolthouse farms carrot juice, 86][health-ade organic vegan blood orange carrot ginger kombucha, 86][naked immune support orange carrot juice smoothie, 86","[4.99, 1.99, 5.29, 3.49, 2.79]",3.76
medium garlic cloves,"][garlic parsley mini creamer potatoes, 86][spice world premium minced squeeze garlic, 86][spice world fresh whole garlic, 86][tessemae's organic lemon garlic dressing, 86][cleveland kraut dijon garlic dressing, 86","[3.99, 3.69, 1.59, 4.99, 4.99]",4.22
grated ginger,"][makoto ginger dressing, 86][kevita lemon ginger sparkling probiotic drink, 86][kevita ginger master brew kombucha, 86][health ade organic vegan ginger lemon kombucha, 86][kor wellness ginger shot, 86","[0.46288882226023975, 0.19688679320835778, 0.19688679320835778, 0.2183204558134817, 2.266333154542616]",0.29
finely ground white pepper,"][white pepper, 90][red bell pepper, 86][green bell pepper, 86][white peaches, 86][white onion, 86","[1.4447873860209177, 1.49, 0.79, 1.99, 0.99]",1.31
mushrooms,"][sliced white mushrooms, 90][sliced baby bella mushrooms, 90][giorgio fresh whole white mushrooms, 90][giorgio baby bella mushrooms, 90][baby bella mushrooms, 90","[1.993544859697702, 2.3942573943103054, 1.8933667260445508, 2.3942573943103054, 2.3942573943103054]",2.26
firm tofu,"][organic extra-firm tofu, 90][hodo organic vegan firm tofu, 90][hodo plant-based organic vegan moroccan tofu cubes, 86][sweet earth vegan frozen natural foods general tso's tofu, 86][amy's gluten free vegan tofu scramble frozen breakfast wrap, 86","[1.7087527368837445, 5.998666643150672, 9.301539709695057, 5.730189244960227, 6.535257155409186]",6.09
fine grain sea salt,"][gardein vegan frozen seven grain crispy tenders, 86][whole grain dinosaur shaped chicken nuggetsfrozen, 86][yummy whole grain dino buddies chicken nuggetsfrozen, 86][perdue simply smart organic whole grain breaded chicken breast nuggetsfrozen, 86][yummy whole grain alpha buddies chicken breast nuggetsfrozen, 86","[0.12152281737283237, 0.047615022097938844, 0.07445499584690754, 0.07641806003998125, 0.07445499584690754]",0.08
frozen organic mixed berries (blueberries,"][blueberries, 90][organic blueberries, 86][organic nectarines, 86][organic bananas, 86][organic red seedless grapes, 86","[2.99, 5.671368262066511, 1.1710237393957565, 0.3103604120002116, 2.0829791236764907]",2.08
chia seeds,"][navitas organics vegan chia seeds, 90][21 seeds cucumber jalapeno infused blanco tequila, 86][21 seeds valencia orange infused blanco tequila, 86][21 seeds grapefruit hibiscus infused blanco tequila, 86][dave's killer bread organic 21 whole grains and seeds bread, 86","[2.6070124693557206, 2.959013333333333, 2.959013333333333, 2.959013333333333, 0.6353792104562433]",2.84
sweetener to taste: coconut nectar,"][kevita mojita lime mint coconut sparkling probiotic drink, 86][kevita strawberry acai coconut sparkling probiotic drink, 86][butterball farm to family organic 90/10 ground turkey, 86][butterball farm to family 93/7 turkey burger patties, 86][butterball farm to family all natural premium young turkeyfrozen16-24lbs, 86","[2.99, 2.99, 6.49, 4.69, 66.96]",4.72
/ 480 ml water,"][harmless harvest coconut water, 86][naked juice organic coconut water, 86][esse water essential oil enhanced lemon water, 86][esse water essential oil enhanced grapefruit water, 86][èsse lemon ginger sparkling wellnèsse water, 86","[5.2126639505693815, 2.5989483828427478, 3.417316178335334, 3.417316178335334, 3.3201683940013864]",3.38
/ 6.5 oz / 185 g sugar,"][humm zero sugar peach tea kombucha, 86][humm zero sugar blood orange kombucha, 86][suja low sugar refreshers pack, 86][boneless skinless chicken breast1.5-3.2lbs, 86][perdue fresh cuts thin sliced antibiotic free chicken breast0.85-1.6 lbs, 86","[2.174655749849758, 2.174655749849758, 40.00202884339019, 9.57, 8.78]",6.84
(~2 sprigs-worth) fresh rosemary leaves,"][rosemary, 90][crazy fresh sliced mango, 86][crazy fresh melon mix, 86][organic rosemary, 86][tyson trimmed & ready boneless & skinless chicken breast1-2.11lbs, 86","[16.24635355120902, 0.8338959534853643, 0.8934599501628904, 10.39933684897441, 10.53]",7.27
blood oranges,"][organic navel oranges, 86][health-ade organic vegan blood orange carrot ginger kombucha, 86][humm zero sugar blood orange kombucha, 86][bubly bounce blood orange grapefruit sparkling water, 86][sanpellegrino blood orange/aranciata rossa italian sparkling drinks, 86","[6.69, 3.49, 2.99, 3.69, 5.49]",4.22
gin,"][makoto ginger dressing, 90][bitchin' original sauce, 90][kor wellness ginger shot, 90][sol-ti ginger supershot, 90][fresca original citrus, 90","[0.31276271774340525, 0.440043034268682, 1.5313061855017673, 1.1801105719647658, 0.027192137104727766]",0.64
ice cubes,"][ice breakers ice cubes cherry limeade pouch, 90][ice breakers ice cubes strawberry lemonade gum, 90][ice breakers ice cubes peppermint sugar-free gum, 90][ice breakers ice cubes wintergreen sugar free gum, 90][ice breakers ice cubes raspberry sorbet sugar free gum, 90","[6.69, 3.19, 6.69, 3.19, 3.19]",4.36
tonic water (or sparkling water),"][tonic water, 90][kevita mojita lime mint coconut sparkling probiotic drink, 86][kevita strawberry acai coconut sparkling probiotic drink, 86][esse water essential oil enhanced grapefruit water, 86][èsse elderberry passionfruit sparkling wellnèsse water, 86","[3.79, 2.99, 2.99, 2.99, 2.49]",2.99
